workclass,education,marital_status,occupation,race,sex,income_bracket
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Black, Male, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, Black, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Protective-serv, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Black, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, White, Male, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Black, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Protective-serv, Black, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Other, Male, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Black, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Protective-serv, Black, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Other-service, Black, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Amer-Indian-Eskimo, Male, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, <=50K
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, <=50K
